seq,rank,name,industry,headquarters,country,ceo,founded,employees,revenue($M),profits($M),assets($M),mkt_value($M),forbes_webpage
1618,1617,"Sumitomo Forestry Co.,",Construction,Tokyo,Japan,Ryu Yano,1948,"21,254","12,610",793,"11,410","3,210",sumitomo-forestry-co
1619,1619,Kyushu Financial Group,Banking,Kumamoto,Japan,Takahiro Kai,2015,"4,578","1,630",132,"120,650","1,360",kyushu-financial-group
1620,1619,Trip.com Group,Business Services & Supplies,Shanghai,China,Jane Jie Sun,1999,"33,400","3,100",-88,"30,100","13,890",trip-group
1621,1621,China Northern Rare Earth High-Tech,Materials,Baotou,China,Ye Dong Qu,1961,"9,511","4,680",795,"5,450","17,540",china-northern-rare-earth-high-tech
1622,1622,Snap,IT Software & Services,"Santa Monica, California",United States,Evan Thomas Spiegel,2010,"5,661","4,410",-560,"8,950","48,340",snap
1623,1623,K+S,Chemicals,Kassel,Germany,Burkhard Lohr,1889,"10,711","3,800","3,530","10,360","6,540",k-plus-s
1624,1624,Bank of Tianjin,Banking,Tianjin,China,Philip Eric Rene,1996,"6,852","5,500",494,"112,950","1,550",bank-of-tianjin
1625,1624,Investec,Diversified Financials,London,United Kingdom,Fani Titi,1998,"8,200","3,910",559,"72,080","5,660",investec
1626,1626,Nishi-nippon Financial Holdings,Banking,Fukuoka,Japan,Isao Kubota,na,"4,018","1,250",188,"118,560",917,nishi-nippon-financial-holdings
1627,1627,Commercial International Bank,Banking,Giza,Egypt,Hussein Majid Abaza,1975,"7,308","3,230",847,"31,710","4,480",commercial-international-bank
1628,1627,NortonLifeLock,IT Software & Services,"Tempe, Arizona",United States,Vincent Pilette,1988,"2,800","2,750",910,"6,870","14,850",nortonlifelock
1629,1629,CrowdStrike,IT Software & Services,"Austin, Texas",United States,George P. Kurtz,2011,"4,965","1,450",-234,"3,620","47,450",crowdstrike
1630,1630,Japan Securities,Business Services & Supplies,Tokyo,Japan,Minoru Masubuchi,1927,272,274,43,"116,820",655,japan-securities
1631,1631,Clal Insurance Enterprises,Insurance,Tel Aviv,Israel,Yoram Naveh,na,"4,198","7,960",329,"39,910","1,730",clal-insurance-enterprises
1632,1632,Xinyu Iron & Steel,Capital Goods,Xinyu,China,Cai Tang Guan,na,"16,755","16,230",652,"9,140","2,830",xinyu-iron-steel
1633,1633,Interactive Brokers Group,Diversified Financials,"Greenwich, Connecticut",United States,Milan Galik,1977,"2,571","2,740",274,"114,420","6,000",interactive-brokers-group
1634,1633,Sino Biopharmaceutical,Drugs & Biotechnology,Hong Kong,Hong Kong,Yi Li,2000,"25,579","3,840","1,540","8,700","9,580",sino-biopharmaceutical
1635,1635,LG Household & Health Care,Household & Personal Products,Seoul,South Korea,Suk-Yong Cha,2001,"4,469","7,070",737,"6,360","12,570",lg-household-health-care
1636,1636,Dai Nippon Printing,Business Services & Supplies,Tokyo,Japan,Yoshitoshi Kitajima,1876,"37,062","12,280",641,"16,550","5,630",dai-nippon-printing
1637,1636,North Pacific Bank,Banking,Sapporo,Japan,Mitsuharu Yasuda,1917,"3,106","1,130",103,"112,650",744,north-pacific-bank
1638,1638,Aena,Transportation,Madrid,Spain,Maurici Lucena Betriu,1991,"8,811","2,740",-71,"18,570","24,060",aena
1639,1639,Nitto Denko,Chemicals,Osaka,Japan,Hideo Takasaki,1918,"25,424","7,660",846,"9,010","10,100",nitto-denko
1640,1640,World Fuel Services,Trading Companies,"Miami, Florida",United States,Michael J. Kasbar,1984,"4,414","31,300",73,"5,940","1,720",world-fuel-services
1641,1641,Akelius Residential Property,Construction,Stockholm,Sweden,Ralf Spann,1994,865,429,"2,820","14,180","6,300",akelius-residential-property
1642,1641,Hong Leong Financial,Business Services & Supplies,Kuala Lumpur,Malaysia,Kong Khoon Tan,1963,"7,803","1,930",567,"66,710","5,140",hong-leong-financial
1643,1643,Bank of Kyoto,Banking,Kyoto,Japan,Nobuhiro Doi,1941,"3,553","1,160",195,"109,080","3,120",bank-of-kyoto
1644,1644,Meritz Securities,Diversified Financials,Seoul,South Korea,Hi-Moon Choi,na,"1,501","2,400",657,"45,520","3,020",meritz-securities
1645,1644,Shinsei Bank,Banking,Tokyo,Japan,Hideyuki Kudo,1952,"5,605","2,640",512,"91,690","3,830",shinsei-bank
1646,1646,China Development Bank Financial Leasing,Banking,Shenzhen,China,Xue Dong Wang,1984,533,"3,510",608,"53,630","1,840",china-development-bank-financial-leasing
1647,1647,BOK Financial,Banking,"Tulsa, Oklahoma",United States,Stacy C. Kymes,1908,"4,711","2,010",622,"50,250","6,010",bok-financial
1648,1647,Yamaguchi Financial,Banking,Shimonoseki,Japan,Keisuke Mukunashi,1878,"4,415","1,550",260,"107,320","1,350",yamaguchi-financial
1649,1649,China Communications Services,Telecommunications Services,Beijing,China,Zhang Zhiyong,2006,"93,087","20,780",489,"15,700","2,970",china-communications-services
1650,1649,Ganfeng Lithium,Chemicals,Xinyu,China,na,2000,"7,870","1,710",811,"6,130","16,450",ganfeng-lithium
1651,1649,Usiminas,Materials,Belo Horizonte,Brazil,Sérgio Leite de Andrade,1953,na,"6,470","1,750","8,230","3,100",usiminas
1652,1652,Banco Comercial Portugues,Banking and Financial Services,Porto,Portugal,Miguel Maya Dias Pinheiro,1985,"17,331","3,220",119,"106,190","2,700",banco-comercial-portugues
1653,1652,New York Community Bancorp,Banking,"Hicksville, New York",United States,Thomas Robert Cangemi,1993,"2,815","1,750",587,"59,640","4,700",new-york-community-bancorp
1654,1654,Castellum,Construction,Gothenburg,Sweden,Hans Jarl Rutger Arnhult,na,427,738,"1,380","19,620","6,950",castellum
1655,1655,Wacker Chemie,Chemicals,Munich,Germany,Christian Hartel,1914,"14,406","7,340",953,"9,300","9,260",wacker-chemie
1656,1656,Rajesh Exports,Consumer Durables,Bangalore,India,Prashant Jasvantrai Mehta,na,181,"30,000",157,"2,700","2,500",rajesh-exports
1657,1657,Bawag Group,Banking,Vienna,Austria,Anas Abuzaakouk,2005,"3,716","2,040",567,"64,050","4,520",bawag-group
1658,1657,Sinotrans Ltd.,Transportation,Beijing,China,Rong Song,2002,"33,794","19,240",575,"11,660","2,270",sinotrans
1659,1659,Will Semiconductor,Semiconductors,Shanghai,China,Jian Qiu Ma,2007,"4,493","3,730",694,"5,030","20,030",will-semiconductor
1660,1660,DexCom,Health Care Equipment & Services,"San Diego, California",United States,Kevin Sayer,1999,"4,500","2,450",154,"4,860","42,910",dexcom
1661,1661,CPI Property Group,Construction,Luxembourg,Luxembourg,Martin Nemecek,2004,"3,485",792,"1,530","16,340","8,000",cpi-property-group
1662,1661,Harbin Bank,Banking,Harbin,China,Zhi Wen Guo,1997,"6,910","4,430",41,"101,250",967,harbin-bank
1663,1661,Kingboard Holdings,Chemicals,Hong Kong,Hong Kong,Wing Yiu Chang,1988,"36,000","7,300","1,390","13,320","5,110",kingboard-holdings
1664,1664,Autodesk,"IT, Internet, Software & Services","San Francisco, California",United States,Andrew Anagnost,1982,"12,600","4,400",497,"8,610","40,700",autodesk
1665,1664,China Shipbuilding Industry,Capital Goods,Beijing,China,Liang Wang,2008,"33,141","5,340",-48,"28,600","13,460",china-shipbuilding-industry
1666,1666,Ceconomy,Retail and Wholesale,Düsseldorf,Germany,Karsten Wildberger,2017,"52,000","24,530",225,"14,600","1,240",ceconomy
1667,1666,Hirogin Holdings,Banking,Hiroshima,Japan,na,na,"3,813","1,220",231,"100,280","1,560",hirogin-holdings
1668,1668,Twitter,IT Software & Services,"San Francisco, California",United States,Elon Musk,2006,"7,500","5,080",-221,"14,060","39,170",twitter
1669,1669,Jyske Bank,Banking,Silkeborg,Denmark,Anders Christian Dam,1967,"3,242","2,080",476,"98,940","3,840",jyske-bank
1670,1670,Hengyi Petrochemical,Chemicals,Hangzhou,China,Yi Bo Qiu,na,"18,154","18,690",476,"16,360","4,450",hengyi-petrochemical
1671,1671,Cerner,Health Care Equipment & Services,"North Kansas City, Missouri",United States,David T. Feinberg,1979,"17,605","5,760",555,"7,430","27,550",cerner
1672,1672,Gunma Bank,Banking,Maebashi,Japan,Kazuo Saito,1932,"3,175","1,300",167,"96,170","1,210",gunma-bank
1673,1672,Sahara International Petrochemical,Chemicals,Riyadh,Saudi Arabia,Abdullah Saif Al-Saadoon,1999,na,"2,760","1,140","6,530","11,140",sahara-international-petrochemical
1674,1674,Bank of Zhengzhou,Banking,Zhengzhou,China,Xue Qing Shen,1996,"5,526","4,430",500,"90,220","1,630",bank-of-zhengzhou
1675,1675,China Merchants Port Holdings,Transportation,Hong Kong,Hong Kong,Xiu Feng Wang,1872,"8,495","1,520","1,050","22,920","6,590",china-merchants-port-holdings
1676,1676,WPG Holdings,Trading Companies,Taipei,Taiwan,Fu Hai Yeh,2005,na,"27,870",411,"10,400","3,220",wpg-holdings
1677,1677,Sunny Optical Technology Group,Technology Hardware & Equipment,Yuyao,China,Yang Sun,1984,"24,664","5,810",773,"6,080","15,150",sunny-optical-technology-group
1678,1678,Zheshang Development Group,Construction,Hangzhou,China,Duan Qing Zhang,na,"1,865","27,790",116,"5,540",974,zheshang-development-group
1679,1679,Bank Pekao,Banking,Warsaw,Poland,Leszek Skiba,1929,"14,702","2,420",563,"62,170","6,620",bank-pekao
1680,1679,Singapore Airlines,Transportation,Singapore,Singapore,Choon Phong Goh,1971,"25,547","3,730","-1,220","32,680","11,960",singapore-airlines
1681,1679,United Natural Foods,Food Markets,"Providence, Rhode Island",United States,J. Alexander M.,1976,"28,300","27,770",233,"7,800","2,620",united-natural-foods
1682,1682,Uniqa,Insurance,Vienna,Austria,Andreas Brandstetter,1922,"12,818","8,190",372,"35,430","2,460",uniqa
1683,1683,Next,"Clothing, Shoes, Sports Equipment",Leicester,United Kingdom,Simon Adam Wolfson,1864,"44,626","6,360",931,"5,340","10,600",next
1684,1684,China Resources Beer (Holdings),Food Markets,Hong Kong,Hong Kong,Xiao Hai Hou,1992,"25,000","5,170",708,"8,010","18,750",china-resources-beer-holdings
1685,1685,STRABAG,Construction,Vienna,Austria,Thomas Birtel,1835,"73,606","17,840",577,"13,850","3,800",strabag
1686,1686,Asian Paints,Chemicals,Mumbai,India,Amit Syngle,1945,"23,514","3,770",410,"2,840","39,690",asian-paints
1687,1686,Chang Hwa Bank,Banking,Taichung,Taiwan,Chao-Chung Chou,1905,na,"1,300",315,"92,210","6,700",chang-hwa-bank
1688,1686,Huntsman,Chemicals,"The Woodlands, Texas",United States,Peter R. Huntsman,1970,"9,000","8,450","1,040","9,390","7,330",huntsman
1689,1689,Doosan,Trading Companies,Seoul,South Korea,"Hyeon-Su Dong, Min-Cheol Kim",1896,"2,034","12,600",-113,"21,880","1,310",doosan
1690,1689,SBA Communications,Diversified Financials,"Boca Raton, Florida",United States,Jeffrey A. Stoops,1989,"1,596","2,310",237,"9,800","39,570",sba-communications
1691,1691,Datadog,IT Software & Services,"New York, New York",United States,Olivier Pomel,2010,"3,200","1,030",-20,"2,380","39,380",datadog
1692,1691,LG Uplus,Telecommunications Services,Seoul,South Korea,Hyun-He Ha,1996,"10,187","12,100",622,"16,300","5,100",lg-uplus
1693,1691,Organon,Drugs & Biotechnology,"Jersey City, New Jersey",United States,Kevin Ali,na,"9,300","6,470","1,350","10,680","8,180",organon
1694,1691,PBF Energy,"Construction, Oil & Gas Operations, Mining and Chemicals","Parsippany, New Jersey",United States,Thomas J. Nimbley,2008,"3,329","27,250",231,"12,690","3,210",pbf-energy
1695,1695,Iveco Group,Consumer Durables,Turin,Italy,Gerrit Andreas Marx,na,3,"14,950",61,"18,830","1,720",iveco-group
1696,1696,Arca Continental,"Food, Drink & Tobacco",Monterrey,Mexico,Arturo Gutiérrez Hernández,2001,"62,857","9,040",605,"12,610","11,280",arca-continental
1697,1696,Shanghai Commercial & Savings Bank,Banking,Taipei,Taiwan,Shan Chung Chen,na,na,"1,720",510,"77,330","7,590",shanghai-commercial-savings-bank
1698,1698,Piraeus Financial Holdings,Banking,Athens,Greece,Christos Ioanni Megalou,1916,"9,493","3,330","-3,560","90,740","1,990",piraeus-financial-holdings
1699,1699,Daishi Hokuetsu Financial Group,Banking,Niigata,Japan,na,na,"3,774","1,200",123,"90,370",893,daishi-hokuetsu-financial-group
1700,1699,ResMed,Health Care Equipment & Services,"San Diego, California",United States,Michael J. Farrell,1989,"7,970","3,440",522,"4,740","33,260",resmed
1701,1701,BJ's Wholesale Club,Retail and Wholesale,"Westborough, Massachusetts",United States,Robert W. Eddy,1984,"34,000","16,670",426,"5,670","9,090",bjs-wholesale-club
1702,1701,PVH,Household & Personal Products,"New York, New York",United States,Stefan Larsson,1881,"31,000","9,150",952,"12,400","5,120",pvh
1703,1703,77 Bank,Banking,Sendai,Japan,Hidefumi Kobayashi,1878,"2,812",967,177,"90,270",921,77-bank
1704,1704,Petro Rabigh,Oil & Gas Operations,Rabigh,Saudi Arabia,Othman bin Ali Al Ghamdi,2005,na,"12,170",543,"19,390","6,870",petro-rabigh
1705,1705,Adani Transmission,Utilities,Ahmedabad,India,Anil Kumar Sardana,2013,"11,922","1,490",164,"6,110","38,150",adani-transmission
1706,1706,Zalando,"Clothing, Shoes, Sports Equipment",Berlin,Germany,Robert Gentz David Schneider,2008,"17,000","12,240",277,"8,130","11,310",zalando
1707,1707,Eurobank Ergasias,Banking,Athens,Greece,Fokion C. Karavias,na,"8,617","2,880",387,"88,530","4,280",eurobank-ergasias
1708,1707,Pool,Trading Companies,"Covington, Louisiana",United States,Peter D. Arvan,1993,"5,500","5,650",726,"3,880","16,680",pool
1709,1709,Chugoku Bank,Banking,Okayama,Japan,Masato Miyanaga,1930,"3,171","1,050",172,"88,260","1,380",chugoku-bank
1710,1709,M3,Health Care Equipment & Services,Tokyo,Japan,Itaru Tanimura,2000,"8,249","1,820",612,"2,820","22,540",m3
1711,1711,Sumec Corporation,Conglomerates,Nanjing,China,Wei Lin Zhao,na,"22,609","26,140",-60,"8,570","1,210",sumec
1712,1712,Aramark,"Hotels, Restaurants & Leisure","Philadelphia, Pennsylvania",United States,John J. Zillmer,1936,"248,300","13,300",33,"14,470","9,820",aramark
1713,1712,China Industrial Securities,Diversified Financials,Fuzhou,China,Wen Tan,2000,"10,200","3,250",735,"34,120","7,000",china-industrial-securities
1714,1712,Focus Media Information Technology,Media,Shanghai,China,Nan Chun Jiang,1997,"6,779","2,350",956,"4,150","12,450",focus-media-information-technology
1715,1715,Ramsay Health Care,Health Care Equipment & Services,Sydney,Australia,Craig Ralph McNally,1964,"80,000","9,750",286,"12,470","13,940",ramsay-health-care
1716,1716,Cullen/Frost Bankers,Banking,"San Antonio, Texas",United States,Phillip D. Green,1868,"4,553","1,390",440,"50,880","8,860",cullen-frost-bankers
1717,1717,Live Nation Entertainment,Travel & Leisure,"Beverly Hills, California",United States,Michael Rapino,2005,"10,200","6,270",-670,"14,400","23,790",live-nation-entertainment
1718,1718,Emera,Utilities,Halifax,Canada,Scott Carlyle Balfour,1998,"7,140","4,710",446,"27,110","13,130",emera
1719,1719,Hoshine Silicon Industry,Chemicals,Jiaxing,China,Li Guo Luo,2005,"8,893","2,520",874,"4,100","13,760",hoshine-silicon-industry
1720,1720,Qinghai Salt Lake Industry,Chemicals,Golmud,China,Kang Min Xie,1958,"6,337","2,140",596,"4,050","23,190",qinghai-salt-lake-industry
1721,1721,Starwood Property Trust,Diversified Financials,"Greenwich, Connecticut",United States,Barry Stuart Sternlicht,2009,277,"1,190",440,"83,850","7,310",starwood-property-trust
1722,1722,Nexi S.p.A.,IT Software & Services,Milan,Italy,Paolo Bertoluzzo,1939,"9,929","3,580",59,"27,710","12,800",nexi-spa
1723,1723,AECOM Technology,Construction,"Dallas, Texas",United States,W. Troy Rudd,1980,"51,000","13,290",208,"11,440","10,260",aecom-technology
1724,1723,Alpha Bank,Banking,Athens,Greece,Vassilios E. Psaltis,1879,"8,939",398,"-3,440","83,420","2,980",alpha-bank
1725,1723,BayWa,"Construction, Oil & Gas Operations, Mining and Chemicals",Munich,Germany,Klaus Josef Lutz,1923,"3,300","23,450",83,"14,070","1,760",baywa
1726,1726,SQM,Chemicals,Santiago,Chile,Ricardo Ramos Rodríguez,1968,"6,081","2,910",606,"7,260","22,110",sqm
1727,1727,FMC,Chemicals,"Philadelphia, Pennsylvania",United States,Mark A. Douglas,1883,"6,400","5,040",734,"10,580","16,700",fmc
1728,1728,Shaw Communications,"Telecommunications Services, Cable Supplier",Calgary,Canada,Bradley Shaw,1966,"9,000","4,390",796,"12,370","15,120",shaw-communications
1729,1729,Bausch Health Companies,Health Care Equipment & Services,"Laval, Quebec",Canada,Joseph C. Papa,1959,"19,600","8,430",-948,"29,200","7,790",bausch-health-companies
1730,1729,Tech Mahindra,IT Software & Services,Pune,India,Chander Prakash Gurnani,1986,"106,177","5,720",695,"5,510","16,610",tech-mahindra
1731,1731,Var Energi ASA,Oil & Gas Operations,Sandnes,Norway,Torger Rød,1965,950,"6,040",621,"19,880","11,130",var-energi-asa
1732,1732,Bank of Qingdao,Banking,Qingdao,China,Shao Quan Guo,1996,"4,117","3,400",452,"81,940","2,520",bank-of-qingdao
1733,1732,Mitsubishi Motors,Consumer Durables,Tokyo,Japan,Takao Kato,1970,"30,091","17,460",-214,"16,170","3,690",mitsubishi-motors
1734,1734,Moscow Exchange,Diversified Financials,Moscow,Russia,Yuriy Olegovich Denisov,1992,"2,208",761,381,"81,910","2,650",moscow-exchange
1735,1735,Rite Aid,Retailing,"Camp Hill, Pennsylvania",United States,Heyward R. Donigan,1968,"50,000","24,570",-538,"8,530",414,rite-aid
1736,1736,Waters,Health Care Equipment & Services,"Milford, Massachusetts",United States,Udit Batra,1958,"7,800","2,790",692,"3,100","17,940",waters
1737,1737,Li Ning,Household & Personal Products,Beijing,China,"Takeshi Kosaka, Ning Li",1989,"4,019","3,500",621,"4,750","20,670",li-ning
1738,1738,Abu Dhabi Islamic Bank,Banking,Abu Dhabi,United Arab Emirates,Nasser Al Awadhi,1997,na,"1,690",564,"37,260","8,760",abu-dhabi-islamic-bank
1739,1739,Jiangxi Bank,Banking,Nanchang,China,Xiao Ming Chen,1998,"5,365","3,470",320,"79,800","1,230",jiangxi-bank
1740,1739,Mercuries & Associates,Insurance,Taipei,Taiwan,Hsiang Li Chen,1954,"20,000","6,300",67,"51,560",628,mercuries-associates
1741,1741,BeiGene,Drugs & Biotechnology,Beijing,China,John V. Oyler,2010,"8,200","1,180","-1,410","8,650","35,180",beigene
1742,1742,Pan Pacific International Holdings,Retailing,Tokyo,Japan,Naoki Yoshida,1980,"16,838","16,140",467,"12,340","8,890",pan-pacific-international-holdings
1743,1743,EXOR,Diversified Financials,Amsterdam,Netherlands,John Jacob Philip,2015,10,"1,760",664,"14,400","17,140",exor
1744,1744,Daito Trust Construction,Construction,Tokyo,Japan,Naomi Kumakiri,1974,"17,422","14,150",631,"8,130","6,600",daito-trust-construction
1745,1744,Synnex Technology Intl,Trading Companies,Taipei,Taiwan,Shu Tu,1988,na,"14,640",618,"7,290","4,470",synnex-tech-intl
1746,1746,Adani Total Gas,Oil & Gas Operations,Ahmedabad,India,Suresh P. Manglani,2005,517,353,77,502,"34,740",adani-total-gas
1747,1746,WuXi Biologics,Drugs & Biotechnology,Wuxi,China,Zhi Sheng Chen,2010,"9,864","1,600",525,"6,910","30,220",wuxi-biologics
1748,1748,Johnson Matthey,Chemicals,London,United Kingdom,Liam Condon,1817,"14,582","23,640",209,"10,130","4,490",johnson-matthey
1749,1749,Bayan Resources,Materials,Jakarta,Indonesia,Tuck Kwong Low,2004,"2,876","2,850","1,210","2,430","9,820",bayan-resources
